"H. Shi, M. Katayama, T. Yamazato, H.Okada, A.Ogawa","An Adaptive Antenna Selection Scheme for Transmit Diversity in OFDM Systems","IEEE Vehicular Technology Conference (VTC-Fall), vol.4, pp.2168-2172, Atlantic City, USA"," We consider an adaptive antenna selection scheme for transmit diversity in OFDM systems. In the proposed system, the mapping of the subcarriers to antennas is adaptively operated by transmitter according to the Channel State Information(CSI). The performance of the system is improved greatly with this scheme even in slow fading environment. In addition, major modification is necessary only at the transmitter. This is very advantageous for systems with small terminals.","Oct. 2001","https://doi.org/10.1109/VTC.2001.957128"
"Y.Tadokoro, H.Okada, T.Yamazato, M.Katayama and A.Ogawa","A Study on the Packet Detection Scheme Using Successive Interference Cancellation on CDMA Unslotted ALOHA System","Technical Report of IEICE, vol.SST2001-41, pp.1-6, Tokyo, Japan","In wireless packet communication systems, it is well known that the system performance(throughput) depends on the errors of packet detection. Moreover, in a CDMA Unslotted ALOHA system, Multiple Access Interference(MAI) has much influence on the performance of packet detection, and the system performance. Our aim is to improve the system performance. To achieve it, we study the new packet detection scheme to reduce the effect of MAI on packet detection in this paper. In the proposed  scheme, the effect is reduced by Successive Interference Cancellation(SIC) and the received signal with less MAI is left. The packet's signal is detected for the received signal with less MAI. This scheme gives good performance of the packet detection and throughput.","Oct. 2001",
"T. Yamazato","Will Spread Spectrum Technique be the coretechnology for post IMT-2000?","Enginnering Sciences Society Conference of IEICE, Panel Discussion, , Tokyo, Japan","","Sep. 2001",
"K. Naito, H. Okada, T. Yamazato and M. Katayama","A Study for TCP Throughput in a wireless CDMA system","Communications Society Conference of IEICE, B-5-57, p.343, Tokyo, Japan","","Sep. 2001",
"T. Yamazato (Session Organizer)","Special Session -- Broadband Communication Systems --","International Technical Conference on Circuits/Systems, Computers and Communications (ITC-CSCC), Tokushima, Japan","","Jul. 2001",
"Y. Hirayama, H. Okada, T. Yamazato, and M. Katayama","An access control protocol based on correlation of multimedia traffic for CDMA ALOHA","Technical Report of IEICE, vol.101, no.241, SST 2001-36, pp.43-49, Saitama, Japan","In this paper, we consider wireless multimedia packet communications which support voice, video, and data traffic. Multimedia traffic includes various types of traffic which has different characteristics of packet generation. We propose a new access control protocol for multimedia traffic. This protocol controls data packet transmission based on estimation of number of packets which will generate in future. This estimation is derived from correlation of voice packet traffic. We evaluate the performance of proposed protocol when it applied to the CDMA slotted ALOHA. Simulation results show that proposed protocol can maintain the data packet throughput and the packet loss rate at a certain level when the offered load of data increases. ","Jul. 2001",
"K.Sugimoto, H.Okada, T.Yamazato, M.Katayama","Communication System for Time and Frequency Dependent Power-Line Channel","Technical Report of IEICE, vol.SST2001-37, pp.51-57, Saitama, Japan","In power-line communication, channel characteristics and the man-made noise from appliances are time and frequency dependent. This noise is known to be modeled by colored cyclo-stationary Gaussian noise. In consideration of frequency dependence of noise, in this manuscript, we employ OFDM signaling scheme. Under this environment, the space spanned by time and frequency can be subdivided into small cells by symbol duration and sub-carriers of OFDM. The bit error rate (BER) of each cell is analytically derived. In addition, we consider performance improvement by combining some cells (transmitting same information in some cells with iterative coding) according to the knowledge on stochastic features of the cyclo-stationary power-line channel.","Jul. 2001",
"C. Zheng, T. Yamazato, M. Katayama and A. Ogawa","A Study on High Rate Serially Concatenated Coding Scheme for Optical Communication Systems","International Technical Conference on Circuits/Systems, Computers and Communications (ITC-CSCC), Tokushima, Japan","In this work, a serially concatenated coding scheme of an outer Reed-Solomon code and an inner high rate Turbo code is proposed for the optical communication systems. The simulation results show the reduction of the ``error floor'' influence of the Turbo code. This reduction is due to the outer cascaded Reed-Solomon decoding process and the increase of the interleaver size of the inner Turbo code. The effect of quantization is also considered for inner Turbo decoder. As results, 4-bit quantization is satisfied.","Jul. 2001",
"A. Sandouk, M. Harada, H. Okada, T. Yamazato, M. Katayama, A. Ogawa","BER Analysis for Multi-carrier DS CDMA with Multi-rate Traffic","IEICE Transactions on Fundamentals, vol.E84-A, no.7, pp.1723-1731","In this letter, we present bit error analysis (BER) of orthogonal multi-carrier direct sequence code division multiple access (DS-CDMA) system with multi-rate (multimedia) traffic. Analysis is carried out with random signature codes for an AWGN channel. Interference in such a system is severe because all users of all media transmit over the same assigned sub-carriers. This makes the analysis difficult. In our analysis, we divide this interference into different types and carry out our analysis to obtain the BER taking into account all these types. We show that the performance of the system is improved as the number of assigned sub-carriers M increases until a limit where the improvement does not continue even when M increases more. This is because of, as we show, the interference due to other sub-carriers becomes constant even in the case of M->infinite and the interference in a multi-rate multi-carrier system is bigger than that in a single-carrier (M=1) by a factor of pai^2/3.","Jul. 2001",
"A. Sandouk, T. Yamazato, M. Katayama, A. Ogawa","QoS and capacity comparison of CDMA ALOHA protocols in multimedia networks","IEICE Transactions on Communications, vol. E84-B, no. 6, pp. 1588-1595","In this letter, performance evaluation of a system that combines between Code-Division Multiple Access (CDMA) and ALOHA protocol in multimedia networks is presented. In our analysis, we compare the performance between the two basic techniques of ALOHA protocol, i.e., Slotted-ALOHA (S-ALOHA) and Unslotted-ALOHA (U-ALOHA), when combined with CDMA scheme to support voice and data users operating in same CDMA channel. The quality of service (QoS) required for voice and data media is completely taken care of. We obtain the throughput of data media, and the outage probability for voice considering both voice and data offered loads. Throughput performance of S-ALOHA technique is almost twice of that of U-ALOHA. However, we show in this letter that when we combine CDMA with the two basic techniques of ALOHA to accomplish multimedia transmission, both techniques have almost same performance. And, thus, CDMA U-ALOHA can be a good candidate for multimedia networks.","Jun. 2001",
